epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,19604.3,1.33766,0.84358,1.12354,0.73289,0.74,0.76636,0.44045,1.57142,0.81639,1.19523,0.00119893,0.00119893,0.00119893
183,19702.2,1.33865,0.84457,1.12929,0.73573,0.74216,0.7674,0.44245,1.56692,0.81438,1.19322,0.00117868,0.00117868,0.00117868
184,19798.7,1.33975,0.84778,1.12833,0.74353,0.734,0.76641,0.44057,1.57216,0.81532,1.19487,0.00115949,0.00115949,0.00115949
185,19896,1.32383,0.83496,1.11851,0.74137,0.73461,0.76807,0.43994,1.56952,0.81396,1.19328,0.00114138,0.00114138,0.00114138
186,19991.6,1.33344,0.84412,1.12547,0.72838,0.74754,0.76758,0.4392,1.57103,0.81391,1.19369,0.00112434,0.00112434,0.00112434
187,20089.2,1.33109,0.84152,1.12702,0.73331,0.74573,0.7674,0.43748,1.57814,0.81506,1.19669,0.00110837,0.00110837,0.00110837
188,20186.9,1.33337,0.84365,1.12424,0.72691,0.75079,0.76743,0.43757,1.57804,0.8149,1.19666,0.0010935,0.0010935,0.0010935
189,20283.1,1.33069,0.84463,1.12712,0.73587,0.74535,0.7686,0.43816,1.57791,0.81415,1.19664,0.00107971,0.00107971,0.00107971
190,20379.8,1.3293,0.83309,1.12135,0.73176,0.74221,0.76623,0.43793,1.57593,0.81364,1.19567,0.00106701,0.00106701,0.00106701
191,20585.7,1.27625,0.78009,1.12194,0.72665,0.74479,0.76565,0.43926,1.56482,0.81062,1.1912,0.0010554,0.0010554,0.0010554
192,20678.5,1.24472,0.75334,1.10955,0.72827,0.74683,0.76974,0.44435,1.55351,0.80695,1.18681,0.00104489,0.00104489,0.00104489
193,20771.9,1.24063,0.74619,1.10447,0.72662,0.75318,0.77144,0.4493,1.53648,0.80138,1.18008,0.00103548,0.00103548,0.00103548
194,20866.2,1.23704,0.74541,1.1083,0.7331,0.74462,0.77424,0.45361,1.52152,0.79669,1.1744,0.00102718,0.00102718,0.00102718
195,20960,1.23095,0.73799,1.10059,0.73245,0.7534,0.77803,0.45763,1.5094,0.79297,1.16964,0.00101997,0.00101997,0.00101997
196,21053.9,1.23251,0.73618,1.10117,0.73249,0.75323,0.78057,0.45993,1.50148,0.79027,1.16655,0.00101387,0.00101387,0.00101387
197,21148.4,1.22629,0.73438,1.10173,0.73897,0.74976,0.78139,0.46417,1.49031,0.78678,1.16217,0.00100888,0.00100888,0.00100888
198,21241.6,1.22209,0.73242,1.09797,0.75525,0.7452,0.79121,0.46782,1.48167,0.78393,1.15888,0.001005,0.001005,0.001005
199,21336.3,1.22558,0.73201,1.09982,0.73754,0.76282,0.79277,0.47031,1.47708,0.78199,1.15681,0.00100222,0.00100222,0.00100222
200,21430.6,1.22642,0.73447,1.09909,0.73737,0.76507,0.79583,0.47251,1.46968,0.77943,1.15403,0.00100056,0.00100056,0.00100056
